Part of Speech Application	Identify the kind of <u>word</u> in the following sentence:	The advantages of dilatation by the physician are <u>both</u> physical and psychological. Since it is a purely professional situation, none of the pain is associated with love-making or the beloved.	correlative conjunction	preposition	comparative adverb	subordinating conjunction	superlative adv.
Part of Speech Application	Identify the kind of <u>word</u> in the following sentence:	Greg's airspeed indicator was over 350 <u>when </u>he leveled off just above the trees. The opposing aircraft continued to come on.	subordinating conjunction	comparative adverb	preposition	comparative adv.	superlative adv.
Part of Speech Application	Identify the kind of <u>word</u> in the following sentence:	"Butter salve" or "butter ointment" was used for burns, <u>and</u> for bruises as well. This was made by putting butter in a pan of water and allowing it to boil;	coordinating conjunction	correlative conjunction	superlative adv.	comparative adverb	preposition
Part of Speech Application	Identify the kind of <u>word</u> in the following sentence:	A split second <u>later</u>, the distant crack of a rifle had sounded. He'd mounted up immediately and raced with a revolver ready toward the spot from which he'd estimated the shot had come.	comparative adverb	coordinating conjunction	comparative adv.	superlative adv.	subordinating conjunction
Pronouns	Identify the <u>word</u> in the following sentence:	Given a small ball or marbles, he would invent games and play by <u>himself</u> for hours. With curiosity and elan, he explored every inch of glen, beach and burn, once stranding himself for hours on a ledge high up a sheer seventy-foot cliff and waiting with calm faith to be rescued by Maxwell, who nearly lost his life in doing so.	reflexive pronoun	indefinite pronoun	demonstrative pronoun	intensive pronoun	possessive pronoun
Pronouns	Identify the <u>word</u> in the following sentence:	<u>His</u> new book, entitled "Slums And Suburbs", calls for fast and drastic action to avert disaster. There is room for disagreement concerning some of Dr. Conant's specific views.	possessive pronoun	demonstrative pronoun	reflexive pronoun	relative pronoun	personal pronoun
Pronouns	Identify the <u>word</u> in the following sentence:	There were <u>other</u> roofs, less convenient but not impossible. It is dull business, detecting, and hard on feet.	indefinite pronoun	intensive pronoun	demonstrative pronoun	personal pronoun	relative pronoun
Pronouns	Identify the <u>word</u> in the following sentence:	A few newer homes have Western flush toilets, but even with running water, <u>they</u> are usually Eastern style. The next day I visited International Christian College which has developed since the war under the leadership of people who were interned and who know Japan well.	personal pronoun	indefinite pronoun	relative pronoun	intensive pronoun	possessive pronoun
Pronouns	Identify the <u>word</u> in the following sentence:	The only evidence of occupation came from the chimney, <u>which</u> was belching out thick smoke. The two lawmen halted their wagon about twenty yards from the door.	relative pronoun	indefinite pronoun	reflexive pronoun	possessive pronoun	demonstrative pronoun
Pronouns	Identify the <u>word</u> in the following sentence:	"<u>What</u> reason did she give"? "Said she had a breaking-out on her face -- some sort of allergy -- and none of her old pictures was good enough."	interrogative pronoun	possessive pronoun	indefinite pronoun	demonstrative pronoun	reflexive pronoun
Pronouns	Identify the <u>word</u> in the following sentence:	First it was the Nations against <u>themselves</u>, then it was them against the whites. And it's goin' to go on like this year after year until the white people take over this land"."	intensive pronoun	indefinite pronoun	demonstrative pronoun	interrogative pronoun	reflexive pronoun
Part of Sentence	Identify the kind of <u>word(s)</u> in the following sentence:	Now <u>look</u>, there's work to be done and lots of it. The Boss wants performance, not gripes.	inverted order predicate	compound subject	compound predicate	simple predicate	simple subject
Part of Sentence	Identify the kind of <u>word(s)</u> in the following sentence:	<u>Simmons</u> and <u>Crosby</u> jumped the boy and it was all over"." Frog-marched off the airplane at 1:48 p.m., the Beardens were held in bail of $100,000 each on charges of kidnapping and transporting a stolen plane across state lines.	compound subject	compound predicate	simple predicate	simple subject	inverted order predicate
Part of Sentence	Identify the kind of <u>word(s)</u> in the following sentence:	To this day the Atomic Energy Commission <u>shies</u> away from discussing the health aspects of fallout. A recent study on radiation exposure by the AEC's division of biology and medicine stated: "The question of the biological effect of (radiation) doses is not considered" herein.	simple predicate	complete subject	compound predicate	simple subject	compound subject
Part of Sentence	Identify the kind of <u>word(s)</u> in the following sentence:	<u>Mr.</u> <u>Paray</u> resisted the temptation to over-emphasize the melodic elements of the score. He did not let the strings, for instance, weep, whine or get hysterical.	complete subject	compound predicate	simple predicate	compound subject	simple subject
Part of Sentence	Identify the kind of <u>word(s)</u> in the following sentence:	He would have had ample time to <u>go</u> into a blind somewhere and <u>wait</u> his prey. Consider him seriously, therefore?	compound predicate	simple predicate	complete subject	simple subject	inverted order predicate
Part of Sentence	Identify the kind of <u>word(s)</u> in the following sentence:	His duties as Massachusetts Secretary of <u>State</u> obliged him to wait until the adjournment of the legislature in mid-April. Palfrey told his wife of his intentions for the first time, and left for New Orleans apprehensively invoking a special blessing of Providence that he might be allowed to see his family again.	simple subject	compound predicate	complete subject	inverted order predicate	simple predicate
